dataset,rows,columns,sha256,role,schema_style
users.csv,4,8,9960edb6c4c94da94e347ef0baa9ba87e95d778dca007c838ac2e2bb1efa2a27,challenge_evidence,evidence_envelope
users_entitlements.csv,3,6,cacdf987788f93974d428e4ca0b07290c5fa9b8d703c2a0132e0d3af9951b603,challenge_evidence,domain_specific
vehicle_master.csv,4,8,b378b0a2807be824cbb4f1da6638f48d709c128c9c2149135787bec38f7bd28c,challenge_evidence,evidence_envelope
vehicle_telemetry.csv,5,8,9ff399a954e86c38fe484c3dba7ea7d620e68a850dd9f9bd0ac8e355df3bf4bd,challenge_evidence,evidence_envelope
vendor_contracts.csv,6,8,27bd7d3747c600480dc395b8c8556f310e83595c172c8e761a56b8d54341a85a,challenge_evidence,evidence_envelope
vendor_dependencies.csv,6,8,2a668842ee72d003ebcb19e86c31267ad7a8796c51d47551a3d4b893fdba884b,challenge_evidence,evidence_envelope
vendor_exit_assets.csv,5,8,c9f2317f46e32d0492e8b94257f254dccb46253aa2548ef74edef8012c8b615f,challenge_evidence,evidence_envelope
vendor_status.csv,5,8,a2d9c7ad8e90b6c2471e72bd1a84aa7ac4bb95c6d172d3018ba954914d0e07bc,challenge_evidence,evidence_envelope
vendors.csv,4,8,024d436d63628b835c461c720352d90b4945213ff82000d568737d8c4d41c55e,challenge_evidence,evidence_envelope
weather_observations.csv,5,8,09b50a67fadd93b7712f56eded8dbc765b3e59c77bda24011cd3b21eb4afb6c7,challenge_evidence,evidence_envelope
