inject_id,evidence_record_id,source_path,source_locator,source_exists,source_sha256,required_for_public_fixture
INJ-072,INJ-072-E02,data/backup_inventory.csv,record_id=INJ-072-BACKUP_INVENTORY,yes,41b89550427004075591cb3d26803f5b0c63c47e3370d88e537645d5fad71f97,no
INJ-073,INJ-073-E01,data/iot_events.csv,record_id=INJ-073-IOT_EVENTS,yes,e51e65a339ee1d3c241c67724b8ab41d973a8aede7bbd20a6bebccb0d5c4574c,no
INJ-073,INJ-073-E02,data/privacy_risk.csv,record_id=INJ-073-PRIVACY_RISK,yes,422197335e2e59b6602148d18b8e706a644efc7056af2b11d95e8fe6c1bb6a63,no
INJ-074,INJ-074-E01,data/telematics_events.csv,record_id=INJ-074-TELEMATICS_EVENTS,yes,e6c82f6a220643e1433882d20434d9b63ca836bd520eb4cf2747a93d54462bec,no
INJ-074,INJ-074-E02,data/driver_assignments.csv,record_id=INJ-074-DRIVER_ASSIGNMENTS,yes,8254b3d305944a814f26bd02005e7fd8ab9d6446668a9700508c604d05150166,no
INJ-075,INJ-075-E01,data/retention_rules.csv,record_id=INJ-075-RETENTION_RULES,yes,474c36eea317b205503164ed29a686c6c0272e7e3f6e149a3fcda2bcb069f192,no
INJ-075,INJ-075-E02,data/deletion_requests.csv,record_id=INJ-075-DELETION_REQUESTS,yes,62e46b642b1978dee085f98ff09737b799741adcf30732899a6ea8f8209b4bc5,no
INJ-076,INJ-076-E01,data/claim_notes.csv,record_id=INJ-076-CLAIM_NOTES,yes,876f9c19ce349ffeb277f5a21f3e16729a91c17aaf735a15da2b8d2c3329ba2d,no
INJ-076,INJ-076-E02,data/privacy_risk.csv,record_id=INJ-076-PRIVACY_RISK,yes,422197335e2e59b6602148d18b8e706a644efc7056af2b11d95e8fe6c1bb6a63,no
INJ-077,INJ-077-E01,data/knowledge_catalog.csv,file-level; participant must select controlling record(s),yes,ae556d3c89347c9acd7d2df97822f85483fb04fa2a0477f6e7fd44fd2aa1a95b,no
INJ-077,INJ-077-E02,knowledge/MALICIOUS_ADJUSTER_REPORT.md,document,yes,d630567d99e09e51e277484b8293f067a14a8494e82de764a4416d1de504597e,no
INJ-078,INJ-078-E01,data/tool_catalog.csv,record_id=INJ-078-TOOL_CATALOG,yes,bb563718adb73f1d1afa884507688cbc5974d0f10eaebc9a0bcf3369d66f4d31,no
INJ-078,INJ-078-E02,starter/api_samples/tool_manifest_poisoned.json,document,yes,7da8a76050709eb74250e584e41e793b500ec0504eabbbfede26a2650ed0c76e,no
INJ-079,INJ-079-E01,data/users_entitlements.csv,file-level; participant must select controlling record(s),yes,cacdf987788f93974d428e4ca0b07290c5fa9b8d703c2a0132e0d3af9951b603,no
INJ-079,INJ-079-E02,data/access_cache.csv,file-level; participant must select controlling record(s),yes,cea60a35fb055d00f7c79432df4e015410bc598347c8d787c6afc1dc4a499c34,no
INJ-080,INJ-080-E01,data/downtime_events.csv,file-level; participant must select controlling record(s),yes,60a9ecad7dedfec6e3de5ebbfd8c09a28b92f251e19a317864b3de41b6d4b3f1,no
INJ-080,INJ-080-E02,data/network_zones.csv,record_id=INJ-080-NETWORK_ZONES,yes,5097dd9325b4d9f1974e0de36a0937e13b4fafdc78c8da633e668a20ba4eae7a,no
INJ-081,INJ-081-E01,data/model_registry.csv,file-level; participant must select controlling record(s),yes,4ace5432431e5a6dcfd01d64a768e2511599604718e4df6de64402689ae15aec,no
INJ-081,INJ-081-E02,data/model_artifacts.csv,file-level; participant must select controlling record(s),yes,4bcfde1080a199e36037e3b8c5cde2f610ed0edb25d87cdf59c333375f2a9d3b,no
INJ-082,INJ-082-E01,data/security_events.csv,record_id=INJ-082-SECURITY_EVENTS,yes,2ffce5016cf8cb146f1e19714abb8ea783111468ec14b457e69e238f97fb0347,no
INJ-082,INJ-082-E02,data/tenant_boundaries.csv,record_id=INJ-082-TENANT_BOUNDARIES,yes,dcc6f225833700ed25adc54a6640b63c630e3a9d2ca36cf03d7fd4eb51d4a691,no
INJ-083,INJ-083-E01,data/candidate_outputs.csv,record_id=INJ-083-CANDIDATE_OUTPUTS,yes,56685603f9b072360f9874ceb7a29070a8b9a31234de0491ac656ead069bbf37,no
INJ-083,INJ-083-E02,data/reviewer_feedback.csv,record_id=INJ-083-REVIEWER_FEEDBACK,yes,91c8c08dc95b569342554f116cfac710bc33c2a8383621d6ed57b3af9f3aaebb,no
INJ-084,INJ-084-E01,data/fairness_metrics.csv,file-level; participant must select controlling record(s),yes,28c9f78d5533bd8f821b9c8f6c78f89d7069c5fbf8c23ec917e83af1d4e52158,no
INJ-084,INJ-084-E02,data/fraud_referrals.csv,record_id=INJ-084-FRAUD_REFERRALS,yes,1fb03a609398b98044a9afb65c1c1fcbcd16c10583106630ce9f7af994e27247,no
INJ-085,INJ-085-E01,data/underwriting_decisions.csv,record_id=INJ-085-UNDERWRITING_DECISIONS,yes,d06adef52e29f126f97b56363b2ad4c58ead4864432a8e83b51617fb8d90e8f1,no
INJ-085,INJ-085-E02,data/explanation_tests.csv,record_id=INJ-085-EXPLANATION_TESTS,yes,3d483650e75de3f70415b3e3368f82ba7bb406e3b6feaecf4ca6838e57db73e6,no
INJ-086,INJ-086-E01,data/model_performance.csv,file-level; participant must select controlling record(s),yes,70ec9bdb9dab6106df1bc5c6be26a95e047e3b92a82c277556b4e08cedc7d9f7,no
INJ-086,INJ-086-E02,data/multilingual_claims.csv,record_id=INJ-086-MULTILINGUAL_CLAIMS,yes,b7f86627c170d205c226c034b3f08d3bb67659e185076761b8c4d11f0fa36ce2,no
INJ-087,INJ-087-E01,data/usability_findings.csv,record_id=INJ-087-USABILITY_FINDINGS,yes,9d0f779124fb87264a1c3774394c86e2dd4d5ba55bca0144a2f89bd101d388cd,no
INJ-088,INJ-088-E01,data/decision_rights.csv,record_id=INJ-088-DECISION_RIGHTS,yes,7b721ae17b5345c51a247099c5872fcac7562d76a4ed9aafe308a6d70efdd1e1,no
INJ-088,INJ-088-E02,data/stakeholders.csv,record_id=INJ-088-STAKEHOLDERS,yes,d7352f7f9ca00d55df4d0bc41993bb0a34c961134e4e9f7d4b77bf4b904ca09d,no
INJ-089,INJ-089-E01,data/model_costs.csv,file-level; participant must select controlling record(s),yes,0d212715e80e0f6842d8009028c0ced81c0734a1c710aaa5ad5b141a545c653d,no
INJ-089,INJ-089-E02,data/vendor_contracts.csv,record_id=INJ-089-VENDOR_CONTRACTS,yes,27bd7d3747c600480dc395b8c8556f310e83595c172c8e761a56b8d54341a85a,no
INJ-090,INJ-090-E01,data/model_usage.csv,record_id=INJ-090-MODEL_USAGE,yes,2fdf0822925b5e72001e9e3840332287fba6f603a873d92f3e9468bf1b6afed3,no
INJ-090,INJ-090-E02,data/security_events.csv,record_id=INJ-090-SECURITY_EVENTS,yes,2ffce5016cf8cb146f1e19714abb8ea783111468ec14b457e69e238f97fb0347,no
INJ-091,INJ-091-E01,data/cost_model.csv,record_id=INJ-091-COST_MODEL,yes,3453253e2a82b14c8bed66ece74165600253efb98a6f5761ac7b9d7e9be3b1fd,no
INJ-091,INJ-091-E02,data/staff_rates.csv,record_id=INJ-091-STAFF_RATES,yes,8284cdc86043afe1f4c9e5202f2d9c0e299ded913abed66a844c51c807b186e8,no
INJ-092,INJ-092-E01,data/vendor_dependencies.csv,record_id=INJ-092-VENDOR_DEPENDENCIES,yes,2a668842ee72d003ebcb19e86c31267ad7a8796c51d47551a3d4b893fdba884b,no
INJ-092,INJ-092-E02,data/vendor_contracts.csv,record_id=INJ-092-VENDOR_CONTRACTS,yes,27bd7d3747c600480dc395b8c8556f310e83595c172c8e761a56b8d54341a85a,no
INJ-093,INJ-093-E01,data/downtime_events.csv,file-level; participant must select controlling record(s),yes,60a9ecad7dedfec6e3de5ebbfd8c09a28b92f251e19a317864b3de41b6d4b3f1,no
INJ-093,INJ-093-E02,data/model_endpoints.csv,record_id=INJ-093-MODEL_ENDPOINTS,yes,201b996d1fef1d8da4d006c79c3e9ede21dfa137a0c16b71f899ad7b1e820d87,no
INJ-094,INJ-094-E01,data/agent_runs.csv,record_id=INJ-094-AGENT_RUNS,yes,320ca6840f54cf0b3813c1d9f5f7107eab2d6e470956fa11178c146ac32a7ac1,no
INJ-094,INJ-094-E02,data/idempotency_records.csv,record_id=INJ-094-IDEMPOTENCY_RECORDS,yes,8fb9ba19279a5653da54d081fe695435f9ddffd5c5f88d5aadc907f7ad9a3069,no
INJ-095,INJ-095-E01,data/model_performance.csv,file-level; participant must select controlling record(s),yes,70ec9bdb9dab6106df1bc5c6be26a95e047e3b92a82c277556b4e08cedc7d9f7,no
INJ-095,INJ-095-E02,data/model_endpoints.csv,record_id=INJ-095-MODEL_ENDPOINTS,yes,201b996d1fef1d8da4d006c79c3e9ede21dfa137a0c16b71f899ad7b1e820d87,no
INJ-096,INJ-096-E01,data/continuity_requirements.csv,file-level; participant must select controlling record(s),yes,6deeab7f575b36093487960adb283842aac314516caa4d958e05762693f661e7,no
INJ-096,INJ-096-E02,data/vendor_exit_assets.csv,record_id=INJ-096-VENDOR_EXIT_ASSETS,yes,c9f2317f46e32d0492e8b94257f254dccb46253aa2548ef74edef8012c8b615f,no
