dataset,column,inferred_type,non_null_count,distinct_count,description
coverages.csv,notes,string,4,4,Synthetic field `notes` in coverages.csv; interpret using case context and authority controls.
customer_vulnerability.csv,record_id,string,5,5,Synthetic field `record_id` in customer_vulnerability.csv; interpret using case context and authority controls.
customer_vulnerability.csv,entity_id,string,5,4,Synthetic field `entity_id` in customer_vulnerability.csv; interpret using case context and authority controls.
customer_vulnerability.csv,event_time,datetime_or_date,5,5,Synthetic field `event_time` in customer_vulnerability.csv; interpret using case context and authority controls.
customer_vulnerability.csv,status,string,5,5,Synthetic field `status` in customer_vulnerability.csv; interpret using case context and authority controls.
customer_vulnerability.csv,value,string,5,5,Synthetic field `value` in customer_vulnerability.csv; interpret using case context and authority controls.
customer_vulnerability.csv,source_system,string,5,5,Synthetic field `source_system` in customer_vulnerability.csv; interpret using case context and authority controls.
customer_vulnerability.csv,jurisdiction,string,5,5,Synthetic field `jurisdiction` in customer_vulnerability.csv; interpret using case context and authority controls.
customer_vulnerability.csv,notes,string,5,5,Synthetic field `notes` in customer_vulnerability.csv; interpret using case context and authority controls.
cyber_incidents.csv,record_id,string,4,4,Synthetic field `record_id` in cyber_incidents.csv; interpret using case context and authority controls.
cyber_incidents.csv,entity_id,string,4,4,Synthetic field `entity_id` in cyber_incidents.csv; interpret using case context and authority controls.
cyber_incidents.csv,event_time,datetime_or_date,4,4,Synthetic field `event_time` in cyber_incidents.csv; interpret using case context and authority controls.
cyber_incidents.csv,status,string,4,4,Synthetic field `status` in cyber_incidents.csv; interpret using case context and authority controls.
cyber_incidents.csv,value,string,4,4,Synthetic field `value` in cyber_incidents.csv; interpret using case context and authority controls.
cyber_incidents.csv,source_system,string,4,4,Synthetic field `source_system` in cyber_incidents.csv; interpret using case context and authority controls.
cyber_incidents.csv,jurisdiction,string,4,4,Synthetic field `jurisdiction` in cyber_incidents.csv; interpret using case context and authority controls.
cyber_incidents.csv,notes,string,4,4,Synthetic field `notes` in cyber_incidents.csv; interpret using case context and authority controls.
cyber_risks.csv,record_id,string,5,5,Synthetic field `record_id` in cyber_risks.csv; interpret using case context and authority controls.
cyber_risks.csv,entity_id,string,5,4,Synthetic field `entity_id` in cyber_risks.csv; interpret using case context and authority controls.
cyber_risks.csv,event_time,datetime_or_date,5,5,Synthetic field `event_time` in cyber_risks.csv; interpret using case context and authority controls.
cyber_risks.csv,status,string,5,5,Synthetic field `status` in cyber_risks.csv; interpret using case context and authority controls.
cyber_risks.csv,value,string,5,5,Synthetic field `value` in cyber_risks.csv; interpret using case context and authority controls.
cyber_risks.csv,source_system,string,5,5,Synthetic field `source_system` in cyber_risks.csv; interpret using case context and authority controls.
cyber_risks.csv,jurisdiction,string,5,5,Synthetic field `jurisdiction` in cyber_risks.csv; interpret using case context and authority controls.
cyber_risks.csv,notes,string,5,5,Synthetic field `notes` in cyber_risks.csv; interpret using case context and authority controls.
data_dictionary.csv,record_id,string,4,4,Synthetic field `record_id` in data_dictionary.csv; interpret using case context and authority controls.
data_dictionary.csv,entity_id,string,4,4,Synthetic field `entity_id` in data_dictionary.csv; interpret using case context and authority controls.
data_dictionary.csv,event_time,datetime_or_date,4,4,Synthetic field `event_time` in data_dictionary.csv; interpret using case context and authority controls.
data_dictionary.csv,status,string,4,4,Synthetic field `status` in data_dictionary.csv; interpret using case context and authority controls.
data_dictionary.csv,value,string,4,4,Synthetic field `value` in data_dictionary.csv; interpret using case context and authority controls.
data_dictionary.csv,source_system,string,4,4,Synthetic field `source_system` in data_dictionary.csv; interpret using case context and authority controls.
data_dictionary.csv,jurisdiction,string,4,4,Synthetic field `jurisdiction` in data_dictionary.csv; interpret using case context and authority controls.
data_dictionary.csv,notes,string,4,4,Synthetic field `notes` in data_dictionary.csv; interpret using case context and authority controls.
data_licenses.csv,record_id,string,5,5,Synthetic field `record_id` in data_licenses.csv; interpret using case context and authority controls.
data_licenses.csv,entity_id,string,5,4,Synthetic field `entity_id` in data_licenses.csv; interpret using case context and authority controls.
data_licenses.csv,event_time,datetime_or_date,5,5,Synthetic field `event_time` in data_licenses.csv; interpret using case context and authority controls.
data_licenses.csv,status,string,5,5,Synthetic field `status` in data_licenses.csv; interpret using case context and authority controls.
data_licenses.csv,value,string,5,5,Synthetic field `value` in data_licenses.csv; interpret using case context and authority controls.
data_licenses.csv,source_system,string,5,5,Synthetic field `source_system` in data_licenses.csv; interpret using case context and authority controls.
data_licenses.csv,jurisdiction,string,5,5,Synthetic field `jurisdiction` in data_licenses.csv; interpret using case context and authority controls.
data_licenses.csv,notes,string,5,5,Synthetic field `notes` in data_licenses.csv; interpret using case context and authority controls.
data_residency.csv,record_id,string,5,5,Synthetic field `record_id` in data_residency.csv; interpret using case context and authority controls.
data_residency.csv,entity_id,string,5,4,Synthetic field `entity_id` in data_residency.csv; interpret using case context and authority controls.
data_residency.csv,event_time,datetime_or_date,5,5,Synthetic field `event_time` in data_residency.csv; interpret using case context and authority controls.
data_residency.csv,status,string,5,5,Synthetic field `status` in data_residency.csv; interpret using case context and authority controls.
data_residency.csv,value,string,5,5,Synthetic field `value` in data_residency.csv; interpret using case context and authority controls.
data_residency.csv,source_system,string,5,5,Synthetic field `source_system` in data_residency.csv; interpret using case context and authority controls.
data_residency.csv,jurisdiction,string,5,5,Synthetic field `jurisdiction` in data_residency.csv; interpret using case context and authority controls.
data_residency.csv,notes,string,5,5,Synthetic field `notes` in data_residency.csv; interpret using case context and authority controls.
data_use_requests.csv,record_id,string,5,5,Synthetic field `record_id` in data_use_requests.csv; interpret using case context and authority controls.
data_use_requests.csv,entity_id,string,5,4,Synthetic field `entity_id` in data_use_requests.csv; interpret using case context and authority controls.
data_use_requests.csv,event_time,datetime_or_date,5,5,Synthetic field `event_time` in data_use_requests.csv; interpret using case context and authority controls.
data_use_requests.csv,status,string,5,5,Synthetic field `status` in data_use_requests.csv; interpret using case context and authority controls.
data_use_requests.csv,value,string,5,5,Synthetic field `value` in data_use_requests.csv; interpret using case context and authority controls.
data_use_requests.csv,source_system,string,5,5,Synthetic field `source_system` in data_use_requests.csv; interpret using case context and authority controls.
data_use_requests.csv,jurisdiction,string,5,5,Synthetic field `jurisdiction` in data_use_requests.csv; interpret using case context and authority controls.
data_use_requests.csv,notes,string,5,5,Synthetic field `notes` in data_use_requests.csv; interpret using case context and authority controls.
decision_rights.csv,record_id,string,6,6,Synthetic field `record_id` in decision_rights.csv; interpret using case context and authority controls.
decision_rights.csv,entity_id,string,6,4,Synthetic field `entity_id` in decision_rights.csv; interpret using case context and authority controls.
decision_rights.csv,event_time,datetime_or_date,6,5,Synthetic field `event_time` in decision_rights.csv; interpret using case context and authority controls.
decision_rights.csv,status,string,6,5,Synthetic field `status` in decision_rights.csv; interpret using case context and authority controls.
decision_rights.csv,value,string,6,6,Synthetic field `value` in decision_rights.csv; interpret using case context and authority controls.
decision_rights.csv,source_system,string,6,5,Synthetic field `source_system` in decision_rights.csv; interpret using case context and authority controls.
decision_rights.csv,jurisdiction,string,6,5,Synthetic field `jurisdiction` in decision_rights.csv; interpret using case context and authority controls.
decision_rights.csv,notes,string,6,6,Synthetic field `notes` in decision_rights.csv; interpret using case context and authority controls.
deductibles.csv,record_id,string,4,4,Synthetic field `record_id` in deductibles.csv; interpret using case context and authority controls.
deductibles.csv,entity_id,string,4,4,Synthetic field `entity_id` in deductibles.csv; interpret using case context and authority controls.
deductibles.csv,event_time,datetime_or_date,4,4,Synthetic field `event_time` in deductibles.csv; interpret using case context and authority controls.
deductibles.csv,status,string,4,4,Synthetic field `status` in deductibles.csv; interpret using case context and authority controls.
deductibles.csv,value,string,4,4,Synthetic field `value` in deductibles.csv; interpret using case context and authority controls.
deductibles.csv,source_system,string,4,4,Synthetic field `source_system` in deductibles.csv; interpret using case context and authority controls.
deductibles.csv,jurisdiction,string,4,4,Synthetic field `jurisdiction` in deductibles.csv; interpret using case context and authority controls.
deductibles.csv,notes,string,4,4,Synthetic field `notes` in deductibles.csv; interpret using case context and authority controls.
delegated_authorities.csv,record_id,string,5,5,Synthetic field `record_id` in delegated_authorities.csv; interpret using case context and authority controls.
delegated_authorities.csv,entity_id,string,5,4,Synthetic field `entity_id` in delegated_authorities.csv; interpret using case context and authority controls.
delegated_authorities.csv,event_time,datetime_or_date,5,5,Synthetic field `event_time` in delegated_authorities.csv; interpret using case context and authority controls.
delegated_authorities.csv,status,string,5,5,Synthetic field `status` in delegated_authorities.csv; interpret using case context and authority controls.
delegated_authorities.csv,value,string,5,5,Synthetic field `value` in delegated_authorities.csv; interpret using case context and authority controls.
delegated_authorities.csv,source_system,string,5,5,Synthetic field `source_system` in delegated_authorities.csv; interpret using case context and authority controls.
delegated_authorities.csv,jurisdiction,string,5,5,Synthetic field `jurisdiction` in delegated_authorities.csv; interpret using case context and authority controls.
delegated_authorities.csv,notes,string,5,5,Synthetic field `notes` in delegated_authorities.csv; interpret using case context and authority controls.
deletion_requests.csv,record_id,string,6,6,Synthetic field `record_id` in deletion_requests.csv; interpret using case context and authority controls.
deletion_requests.csv,entity_id,string,6,4,Synthetic field `entity_id` in deletion_requests.csv; interpret using case context and authority controls.
deletion_requests.csv,event_time,datetime_or_date,6,5,Synthetic field `event_time` in deletion_requests.csv; interpret using case context and authority controls.
deletion_requests.csv,status,string,6,5,Synthetic field `status` in deletion_requests.csv; interpret using case context and authority controls.
deletion_requests.csv,value,string,6,6,Synthetic field `value` in deletion_requests.csv; interpret using case context and authority controls.
deletion_requests.csv,source_system,string,6,5,Synthetic field `source_system` in deletion_requests.csv; interpret using case context and authority controls.
deletion_requests.csv,jurisdiction,string,6,5,Synthetic field `jurisdiction` in deletion_requests.csv; interpret using case context and authority controls.
deletion_requests.csv,notes,string,6,6,Synthetic field `notes` in deletion_requests.csv; interpret using case context and authority controls.
device_firmware.csv,record_id,string,5,5,Synthetic field `record_id` in device_firmware.csv; interpret using case context and authority controls.
device_firmware.csv,entity_id,string,5,4,Synthetic field `entity_id` in device_firmware.csv; interpret using case context and authority controls.
device_firmware.csv,event_time,datetime_or_date,5,5,Synthetic field `event_time` in device_firmware.csv; interpret using case context and authority controls.
device_firmware.csv,status,string,5,5,Synthetic field `status` in device_firmware.csv; interpret using case context and authority controls.
device_firmware.csv,value,string,5,5,Synthetic field `value` in device_firmware.csv; interpret using case context and authority controls.
device_firmware.csv,source_system,string,5,5,Synthetic field `source_system` in device_firmware.csv; interpret using case context and authority controls.
device_firmware.csv,jurisdiction,string,5,5,Synthetic field `jurisdiction` in device_firmware.csv; interpret using case context and authority controls.
device_firmware.csv,notes,string,5,5,Synthetic field `notes` in device_firmware.csv; interpret using case context and authority controls.
digital_journeys.csv,record_id,string,5,5,Synthetic field `record_id` in digital_journeys.csv; interpret using case context and authority controls.
digital_journeys.csv,entity_id,string,5,4,Synthetic field `entity_id` in digital_journeys.csv; interpret using case context and authority controls.
digital_journeys.csv,event_time,datetime_or_date,5,5,Synthetic field `event_time` in digital_journeys.csv; interpret using case context and authority controls.
digital_journeys.csv,status,string,5,5,Synthetic field `status` in digital_journeys.csv; interpret using case context and authority controls.
digital_journeys.csv,value,string,5,5,Synthetic field `value` in digital_journeys.csv; interpret using case context and authority controls.
digital_journeys.csv,source_system,string,5,5,Synthetic field `source_system` in digital_journeys.csv; interpret using case context and authority controls.
digital_journeys.csv,jurisdiction,string,5,5,Synthetic field `jurisdiction` in digital_journeys.csv; interpret using case context and authority controls.
digital_journeys.csv,notes,string,5,5,Synthetic field `notes` in digital_journeys.csv; interpret using case context and authority controls.
disability_claims.csv,record_id,string,5,5,Synthetic field `record_id` in disability_claims.csv; interpret using case context and authority controls.
disability_claims.csv,entity_id,string,5,4,Synthetic field `entity_id` in disability_claims.csv; interpret using case context and authority controls.
disability_claims.csv,event_time,datetime_or_date,5,5,Synthetic field `event_time` in disability_claims.csv; interpret using case context and authority controls.
disability_claims.csv,status,string,5,5,Synthetic field `status` in disability_claims.csv; interpret using case context and authority controls.
disability_claims.csv,value,string,5,5,Synthetic field `value` in disability_claims.csv; interpret using case context and authority controls.
disability_claims.csv,source_system,string,5,5,Synthetic field `source_system` in disability_claims.csv; interpret using case context and authority controls.
disability_claims.csv,jurisdiction,string,5,5,Synthetic field `jurisdiction` in disability_claims.csv; interpret using case context and authority controls.
disability_claims.csv,notes,string,5,5,Synthetic field `notes` in disability_claims.csv; interpret using case context and authority controls.
document_forensics.csv,record_id,string,5,5,Synthetic field `record_id` in document_forensics.csv; interpret using case context and authority controls.
document_forensics.csv,entity_id,string,5,4,Synthetic field `entity_id` in document_forensics.csv; interpret using case context and authority controls.
document_forensics.csv,event_time,datetime_or_date,5,5,Synthetic field `event_time` in document_forensics.csv; interpret using case context and authority controls.
document_forensics.csv,status,string,5,5,Synthetic field `status` in document_forensics.csv; interpret using case context and authority controls.
document_forensics.csv,value,string,5,5,Synthetic field `value` in document_forensics.csv; interpret using case context and authority controls.
document_forensics.csv,source_system,string,5,5,Synthetic field `source_system` in document_forensics.csv; interpret using case context and authority controls.
document_forensics.csv,jurisdiction,string,5,5,Synthetic field `jurisdiction` in document_forensics.csv; interpret using case context and authority controls.
document_forensics.csv,notes,string,5,5,Synthetic field `notes` in document_forensics.csv; interpret using case context and authority controls.
downtime_events.csv,event_id,string,3,3,Synthetic field `event_id` in downtime_events.csv; interpret using case context and authority controls.
downtime_events.csv,system,string,3,3,Synthetic field `system` in downtime_events.csv; interpret using case context and authority controls.
downtime_events.csv,start,datetime_or_date,3,3,Synthetic field `start` in downtime_events.csv; interpret using case context and authority controls.
downtime_events.csv,end,datetime_or_date,1,1,Synthetic field `end` in downtime_events.csv; interpret using case context and authority controls.
downtime_events.csv,mode,string,3,3,Synthetic field `mode` in downtime_events.csv; interpret using case context and authority controls.
downtime_events.csv,cause,string,3,3,Synthetic field `cause` in downtime_events.csv; interpret using case context and authority controls.
driver_assignments.csv,record_id,string,5,5,Synthetic field `record_id` in driver_assignments.csv; interpret using case context and authority controls.
driver_assignments.csv,entity_id,string,5,4,Synthetic field `entity_id` in driver_assignments.csv; interpret using case context and authority controls.
driver_assignments.csv,event_time,datetime_or_date,5,5,Synthetic field `event_time` in driver_assignments.csv; interpret using case context and authority controls.
driver_assignments.csv,status,string,5,5,Synthetic field `status` in driver_assignments.csv; interpret using case context and authority controls.
driver_assignments.csv,value,string,5,5,Synthetic field `value` in driver_assignments.csv; interpret using case context and authority controls.
driver_assignments.csv,source_system,string,5,5,Synthetic field `source_system` in driver_assignments.csv; interpret using case context and authority controls.
driver_assignments.csv,jurisdiction,string,5,5,Synthetic field `jurisdiction` in driver_assignments.csv; interpret using case context and authority controls.
driver_assignments.csv,notes,string,5,5,Synthetic field `notes` in driver_assignments.csv; interpret using case context and authority controls.
drone_flights.csv,record_id,string,5,5,Synthetic field `record_id` in drone_flights.csv; interpret using case context and authority controls.
drone_flights.csv,entity_id,string,5,4,Synthetic field `entity_id` in drone_flights.csv; interpret using case context and authority controls.
drone_flights.csv,event_time,datetime_or_date,5,5,Synthetic field `event_time` in drone_flights.csv; interpret using case context and authority controls.
drone_flights.csv,status,string,5,5,Synthetic field `status` in drone_flights.csv; interpret using case context and authority controls.
drone_flights.csv,value,string,5,5,Synthetic field `value` in drone_flights.csv; interpret using case context and authority controls.
drone_flights.csv,source_system,string,5,5,Synthetic field `source_system` in drone_flights.csv; interpret using case context and authority controls.
drone_flights.csv,jurisdiction,string,5,5,Synthetic field `jurisdiction` in drone_flights.csv; interpret using case context and authority controls.
drone_flights.csv,notes,string,5,5,Synthetic field `notes` in drone_flights.csv; interpret using case context and authority controls.
drone_images.csv,record_id,string,5,5,Synthetic field `record_id` in drone_images.csv; interpret using case context and authority controls.
drone_images.csv,entity_id,string,5,4,Synthetic field `entity_id` in drone_images.csv; interpret using case context and authority controls.
drone_images.csv,event_time,datetime_or_date,5,5,Synthetic field `event_time` in drone_images.csv; interpret using case context and authority controls.
drone_images.csv,status,string,5,5,Synthetic field `status` in drone_images.csv; interpret using case context and authority controls.
drone_images.csv,value,string,5,5,Synthetic field `value` in drone_images.csv; interpret using case context and authority controls.
drone_images.csv,source_system,string,5,5,Synthetic field `source_system` in drone_images.csv; interpret using case context and authority controls.
drone_images.csv,jurisdiction,string,5,5,Synthetic field `jurisdiction` in drone_images.csv; interpret using case context and authority controls.
drone_images.csv,notes,string,5,5,Synthetic field `notes` in drone_images.csv; interpret using case context and authority controls.
emergency_payment_requests.csv,record_id,string,5,5,Synthetic field `record_id` in emergency_payment_requests.csv; interpret using case context and authority controls.
emergency_payment_requests.csv,entity_id,string,5,4,Synthetic field `entity_id` in emergency_payment_requests.csv; interpret using case context and authority controls.
emergency_payment_requests.csv,event_time,datetime_or_date,5,5,Synthetic field `event_time` in emergency_payment_requests.csv; interpret using case context and authority controls.
emergency_payment_requests.csv,status,string,5,5,Synthetic field `status` in emergency_payment_requests.csv; interpret using case context and authority controls.
emergency_payment_requests.csv,value,string,5,5,Synthetic field `value` in emergency_payment_requests.csv; interpret using case context and authority controls.
emergency_payment_requests.csv,source_system,string,5,5,Synthetic field `source_system` in emergency_payment_requests.csv; interpret using case context and authority controls.
emergency_payment_requests.csv,jurisdiction,string,5,5,Synthetic field `jurisdiction` in emergency_payment_requests.csv; interpret using case context and authority controls.
emergency_payment_requests.csv,notes,string,5,5,Synthetic field `notes` in emergency_payment_requests.csv; interpret using case context and authority controls.
endorsements.csv,endorsement_id,string,2,2,Synthetic field `endorsement_id` in endorsements.csv; interpret using case context and authority controls.
endorsements.csv,policy_id,string,2,2,Synthetic field `policy_id` in endorsements.csv; interpret using case context and authority controls.
endorsements.csv,type,string,2,2,Synthetic field `type` in endorsements.csv; interpret using case context and authority controls.
endorsements.csv,requested_at,datetime_or_date,2,2,Synthetic field `requested_at` in endorsements.csv; interpret using case context and authority controls.
endorsements.csv,issued_at,datetime_or_date,2,2,Synthetic field `issued_at` in endorsements.csv; interpret using case context and authority controls.
endorsements.csv,effective_at,datetime_or_date,2,2,Synthetic field `effective_at` in endorsements.csv; interpret using case context and authority controls.
endorsements.csv,premium_received_at,datetime_or_date,2,2,Synthetic field `premium_received_at` in endorsements.csv; interpret using case context and authority controls.
endorsements.csv,status,string,2,1,Synthetic field `status` in endorsements.csv; interpret using case context and authority controls.
error_budgets.csv,record_id,string,4,4,Synthetic field `record_id` in error_budgets.csv; interpret using case context and authority controls.
error_budgets.csv,entity_id,string,4,4,Synthetic field `entity_id` in error_budgets.csv; interpret using case context and authority controls.
error_budgets.csv,event_time,datetime_or_date,4,4,Synthetic field `event_time` in error_budgets.csv; interpret using case context and authority controls.
error_budgets.csv,status,string,4,4,Synthetic field `status` in error_budgets.csv; interpret using case context and authority controls.
error_budgets.csv,value,string,4,4,Synthetic field `value` in error_budgets.csv; interpret using case context and authority controls.
error_budgets.csv,source_system,string,4,4,Synthetic field `source_system` in error_budgets.csv; interpret using case context and authority controls.
error_budgets.csv,jurisdiction,string,4,4,Synthetic field `jurisdiction` in error_budgets.csv; interpret using case context and authority controls.
error_budgets.csv,notes,string,4,4,Synthetic field `notes` in error_budgets.csv; interpret using case context and authority controls.
evaluations.csv,record_id,string,4,4,Synthetic field `record_id` in evaluations.csv; interpret using case context and authority controls.
evaluations.csv,entity_id,string,4,4,Synthetic field `entity_id` in evaluations.csv; interpret using case context and authority controls.
evaluations.csv,event_time,datetime_or_date,4,4,Synthetic field `event_time` in evaluations.csv; interpret using case context and authority controls.
evaluations.csv,status,string,4,4,Synthetic field `status` in evaluations.csv; interpret using case context and authority controls.
evaluations.csv,value,string,4,4,Synthetic field `value` in evaluations.csv; interpret using case context and authority controls.
evaluations.csv,source_system,string,4,4,Synthetic field `source_system` in evaluations.csv; interpret using case context and authority controls.
evaluations.csv,jurisdiction,string,4,4,Synthetic field `jurisdiction` in evaluations.csv; interpret using case context and authority controls.
evaluations.csv,notes,string,4,4,Synthetic field `notes` in evaluations.csv; interpret using case context and authority controls.
evidence_conflicts.csv,record_id,string,5,5,Synthetic field `record_id` in evidence_conflicts.csv; interpret using case context and authority controls.
evidence_conflicts.csv,entity_id,string,5,4,Synthetic field `entity_id` in evidence_conflicts.csv; interpret using case context and authority controls.
evidence_conflicts.csv,event_time,datetime_or_date,5,5,Synthetic field `event_time` in evidence_conflicts.csv; interpret using case context and authority controls.
evidence_conflicts.csv,status,string,5,5,Synthetic field `status` in evidence_conflicts.csv; interpret using case context and authority controls.
evidence_conflicts.csv,value,string,5,5,Synthetic field `value` in evidence_conflicts.csv; interpret using case context and authority controls.
evidence_conflicts.csv,source_system,string,5,5,Synthetic field `source_system` in evidence_conflicts.csv; interpret using case context and authority controls.
evidence_conflicts.csv,jurisdiction,string,5,5,Synthetic field `jurisdiction` in evidence_conflicts.csv; interpret using case context and authority controls.
evidence_conflicts.csv,notes,string,5,5,Synthetic field `notes` in evidence_conflicts.csv; interpret using case context and authority controls.
exclusions.csv,record_id,string,4,4,Synthetic field `record_id` in exclusions.csv; interpret using case context and authority controls.
exclusions.csv,entity_id,string,4,4,Synthetic field `entity_id` in exclusions.csv; interpret using case context and authority controls.
exclusions.csv,event_time,datetime_or_date,4,4,Synthetic field `event_time` in exclusions.csv; interpret using case context and authority controls.
exclusions.csv,status,string,4,4,Synthetic field `status` in exclusions.csv; interpret using case context and authority controls.
exclusions.csv,value,string,4,4,Synthetic field `value` in exclusions.csv; interpret using case context and authority controls.
exclusions.csv,source_system,string,4,4,Synthetic field `source_system` in exclusions.csv; interpret using case context and authority controls.
exclusions.csv,jurisdiction,string,4,4,Synthetic field `jurisdiction` in exclusions.csv; interpret using case context and authority controls.
exclusions.csv,notes,string,4,4,Synthetic field `notes` in exclusions.csv; interpret using case context and authority controls.
explanation_tests.csv,record_id,string,5,5,Synthetic field `record_id` in explanation_tests.csv; interpret using case context and authority controls.
explanation_tests.csv,entity_id,string,5,4,Synthetic field `entity_id` in explanation_tests.csv; interpret using case context and authority controls.
explanation_tests.csv,event_time,datetime_or_date,5,5,Synthetic field `event_time` in explanation_tests.csv; interpret using case context and authority controls.
explanation_tests.csv,status,string,5,5,Synthetic field `status` in explanation_tests.csv; interpret using case context and authority controls.
explanation_tests.csv,value,string,5,5,Synthetic field `value` in explanation_tests.csv; interpret using case context and authority controls.
explanation_tests.csv,source_system,string,5,5,Synthetic field `source_system` in explanation_tests.csv; interpret using case context and authority controls.
explanation_tests.csv,jurisdiction,string,5,5,Synthetic field `jurisdiction` in explanation_tests.csv; interpret using case context and authority controls.
explanation_tests.csv,notes,string,5,5,Synthetic field `notes` in explanation_tests.csv; interpret using case context and authority controls.
exposure_aggregates.csv,record_id,string,5,5,Synthetic field `record_id` in exposure_aggregates.csv; interpret using case context and authority controls.
exposure_aggregates.csv,entity_id,string,5,4,Synthetic field `entity_id` in exposure_aggregates.csv; interpret using case context and authority controls.
exposure_aggregates.csv,event_time,datetime_or_date,5,5,Synthetic field `event_time` in exposure_aggregates.csv; interpret using case context and authority controls.
exposure_aggregates.csv,status,string,5,5,Synthetic field `status` in exposure_aggregates.csv; interpret using case context and authority controls.
exposure_aggregates.csv,value,string,5,5,Synthetic field `value` in exposure_aggregates.csv; interpret using case context and authority controls.
exposure_aggregates.csv,source_system,string,5,5,Synthetic field `source_system` in exposure_aggregates.csv; interpret using case context and authority controls.
exposure_aggregates.csv,jurisdiction,string,5,5,Synthetic field `jurisdiction` in exposure_aggregates.csv; interpret using case context and authority controls.
exposure_aggregates.csv,notes,string,5,5,Synthetic field `notes` in exposure_aggregates.csv; interpret using case context and authority controls.
exposure_locations.csv,record_id,string,5,5,Synthetic field `record_id` in exposure_locations.csv; interpret using case context and authority controls.
exposure_locations.csv,entity_id,string,5,4,Synthetic field `entity_id` in exposure_locations.csv; interpret using case context and authority controls.
exposure_locations.csv,event_time,datetime_or_date,5,5,Synthetic field `event_time` in exposure_locations.csv; interpret using case context and authority controls.
exposure_locations.csv,status,string,5,5,Synthetic field `status` in exposure_locations.csv; interpret using case context and authority controls.
exposure_locations.csv,value,string,5,5,Synthetic field `value` in exposure_locations.csv; interpret using case context and authority controls.
exposure_locations.csv,source_system,string,5,5,Synthetic field `source_system` in exposure_locations.csv; interpret using case context and authority controls.
exposure_locations.csv,jurisdiction,string,5,5,Synthetic field `jurisdiction` in exposure_locations.csv; interpret using case context and authority controls.
exposure_locations.csv,notes,string,5,5,Synthetic field `notes` in exposure_locations.csv; interpret using case context and authority controls.
external_data_sources.csv,record_id,string,5,5,Synthetic field `record_id` in external_data_sources.csv; interpret using case context and authority controls.
external_data_sources.csv,entity_id,string,5,4,Synthetic field `entity_id` in external_data_sources.csv; interpret using case context and authority controls.
external_data_sources.csv,event_time,datetime_or_date,5,5,Synthetic field `event_time` in external_data_sources.csv; interpret using case context and authority controls.
external_data_sources.csv,status,string,5,5,Synthetic field `status` in external_data_sources.csv; interpret using case context and authority controls.
external_data_sources.csv,value,string,5,5,Synthetic field `value` in external_data_sources.csv; interpret using case context and authority controls.
external_data_sources.csv,source_system,string,5,5,Synthetic field `source_system` in external_data_sources.csv; interpret using case context and authority controls.
external_data_sources.csv,jurisdiction,string,5,5,Synthetic field `jurisdiction` in external_data_sources.csv; interpret using case context and authority controls.
external_data_sources.csv,notes,string,5,5,Synthetic field `notes` in external_data_sources.csv; interpret using case context and authority controls.
facultative_placements.csv,record_id,string,5,5,Synthetic field `record_id` in facultative_placements.csv; interpret using case context and authority controls.
facultative_placements.csv,entity_id,string,5,4,Synthetic field `entity_id` in facultative_placements.csv; interpret using case context and authority controls.
facultative_placements.csv,event_time,datetime_or_date,5,5,Synthetic field `event_time` in facultative_placements.csv; interpret using case context and authority controls.
facultative_placements.csv,status,string,5,5,Synthetic field `status` in facultative_placements.csv; interpret using case context and authority controls.
facultative_placements.csv,value,string,5,5,Synthetic field `value` in facultative_placements.csv; interpret using case context and authority controls.
facultative_placements.csv,source_system,string,5,5,Synthetic field `source_system` in facultative_placements.csv; interpret using case context and authority controls.
facultative_placements.csv,jurisdiction,string,5,5,Synthetic field `jurisdiction` in facultative_placements.csv; interpret using case context and authority controls.
facultative_placements.csv,notes,string,5,5,Synthetic field `notes` in facultative_placements.csv; interpret using case context and authority controls.
fairness_metrics.csv,model_id,string,3,3,Synthetic field `model_id` in fairness_metrics.csv; interpret using case context and authority controls.
fairness_metrics.csv,subgroup,string,3,3,Synthetic field `subgroup` in fairness_metrics.csv; interpret using case context and authority controls.
fairness_metrics.csv,selection_rate,number,3,3,Synthetic field `selection_rate` in fairness_metrics.csv; interpret using case context and authority controls.
fairness_metrics.csv,false_positive_rate,number,3,3,Synthetic field `false_positive_rate` in fairness_metrics.csv; interpret using case context and authority controls.
fairness_metrics.csv,reference_rate,number,3,3,Synthetic field `reference_rate` in fairness_metrics.csv; interpret using case context and authority controls.
fairness_metrics.csv,threshold,number,3,1,Synthetic field `threshold` in fairness_metrics.csv; interpret using case context and authority controls.
fairness_metrics.csv,status,string,3,2,Synthetic field `status` in fairness_metrics.csv; interpret using case context and authority controls.
feature_store.csv,record_id,string,6,6,Synthetic field `record_id` in feature_store.csv; interpret using case context and authority controls.
feature_store.csv,entity_id,string,6,4,Synthetic field `entity_id` in feature_store.csv; interpret using case context and authority controls.
feature_store.csv,event_time,datetime_or_date,6,5,Synthetic field `event_time` in feature_store.csv; interpret using case context and authority controls.
feature_store.csv,status,string,6,5,Synthetic field `status` in feature_store.csv; interpret using case context and authority controls.
feature_store.csv,value,string,6,6,Synthetic field `value` in feature_store.csv; interpret using case context and authority controls.
feature_store.csv,source_system,string,6,5,Synthetic field `source_system` in feature_store.csv; interpret using case context and authority controls.
feature_store.csv,jurisdiction,string,6,5,Synthetic field `jurisdiction` in feature_store.csv; interpret using case context and authority controls.
feature_store.csv,notes,string,6,6,Synthetic field `notes` in feature_store.csv; interpret using case context and authority controls.
